game_id,official_id,full_name,jersey_num
20700153,1193,Michael Smith,38
20700153,1146,Tony Brothers,25
20700153,2003,Pat Fraher,52
20700156,1188,Leroy Richardson,51
20700156,1151,Sean Corbin,33
20700156,1199,Tom Washington,49
20700150,1153,Joe Crawford,17
20700150,1179,Rodney Mott,71
20700150,1184,Ron Olesiak,44
20700163,1176,Monty McCutchen,13
20700163,1165,Luis Grillo,8
20700163,2716,Olandis Poole,50
20700164,1190,Eddie Rush,32
20700164,2530,Ed Malloy,73
20700164,1830,Marc Davis,34
20700157,1150,Jimmy Clark,6
20700157,2878,Tommy Nunez Jr.,28
20700157,1148,James Capers,19
20700166,1204,Derek Richardson,63
20700166,200834,Mark Lindsay,53
20700166,1203,Mark Wunderlich,18
20700167,2001,Jason Phillips,23
20700167,1164,Ron Garretson,10
20700167,2002,Derrick Collins,54
20700162,2715,Eric Lewis,42
20700162,1179,Rodney Mott,71
20700162,1162,Scott Foster,48
20700169,1188,Leroy Richardson,51
20700169,1201,Leon Wood,40
20700169,1199,Tom Washington,49
20700168,2882,Sean Wright,65
20700168,1161,Joe Forte,45
20700168,1198,Scott Wall,31
20700159,2003,Pat Fraher,52
20700159,1147,Mike Callahan,24
20700159,2529,Tony Brown,30
20700161,1168,David Jones,36
20700161,1152,Dan Crawford,43
20700161,2005,Matt Boland,46
20700165,1180,Jack Nies,35
20700165,2532,Eli Roe,64
20700165,2004,Courtney Kirkland,61
20700158,1185,Violet Palmer,12
20700158,1142,Dick Bavetta,27
20700158,1664,Gary Zielinski,59
20700176,1664,Gary Zielinski,59
20700176,2002,Derrick Collins,54
20700176,1164,Ron Garretson,10
20700178,2001,Jason Phillips,23
20700178,1199,Tom Washington,49
20700178,1188,Leroy Richardson,51
20700179,1194,Bill Spooner,22
20700179,2148,Mark Ayotte,56
20700179,1662,Bill Kennedy,55
20700175,101283,Brian Forte,62
20700175,1192,Bennett Salvatore,15
20700175,1185,Violet Palmer,12
20700174,1146,Tony Brothers,25
20700174,2714,David Guthrie,60
20700174,1204,Derek Richardson,63
20700177,1179,Rodney Mott,71
20700177,1150,Jimmy Clark,6
20700177,2715,Eric Lewis,42
20700173,1176,Monty McCutchen,13
20700173,2716,Olandis Poole,50
20700173,1154,Bob Delaney,26
20700180,1193,Michael Smith,38
20700180,2534,Zach Zarba,58
20700180,1174,Ken Mauer,41
20700181,1180,Jack Nies,35
20700181,1363,Bennie Adams,47
20700181,2005,Matt Boland,46
20700170,1189,Phil Robinson,11
20700170,1184,Ron Olesiak,44
20700170,1153,Joe Crawford,17
20700171,2003,Pat Fraher,52
20700171,1147,Mike Callahan,24
20700171,2529,Tony Brown,30
20700172,1155,JB DeRosa,14
20700172,1168,David Jones,36
20700172,2878,Tommy Nunez Jr.,28
20700183,1203,Mark Wunderlich,18
20700183,1198,Scott Wall,31
20700183,1159,Kevin Fehr,39
20700188,1204,Derek Richardson,63
20700188,101283,Brian Forte,62
20700188,1167,Steve Javie,29
